0.000000000000000000e+00,1.971440280858473282e-01,2.251655672897708571e-01,1.394451841052678220e-01,4.365245628332858341e-01,7.119447336139314020e-01,2.503947483682850694e-01,3.190875084684627883e-01,1.865564564516183910e-01,2.286588893556215363e-01,1.265631060142427267e-01,1.674231429726452391e-01,8.124255014170612965e-02,9.179481687522088318e-02,8.295903653902042540e-02,1.482158600667830561e-01,7.529530859645293395e-02,4.883675933883302456e-01,5.564441013974747996e-01,1.582855315189772294e-01,4.017610983649205769e-01,1.435418442386546811e-01,1.049169007222053862e-01,5.131961766808714603e-02,5.971064784707626888e-02,1.011674238766865491e-01,1.302904699718521464e-01,9.845517001265170765e-02,1.519173029400728014e-01,6.844403065181368928e-02,0.000000000000000000e+00,5.046111010298515165e-01,1.249866881542540525e-01,4.222172919859119022e-01,1.137056810090240760e-01,8.756153610568301326e-02,1.066920066451643861e-01,1.057707129801836871e-01,1.797954259940042210e-01,1.503739790409807375e-01,1.674733972588694497e-01,1.527424331783232003e-01,8.993840647599306293e-02,0.000000000000000000e+00,4.642813014147557649e-01,1.490059854586310573e-01,4.297188527085579191e-01,8.539821934225387545e-02,1.226550920690306773e-01,1.592356824961951300e-01,1.556876408596384875e-01,2.269184572152285750e-01,1.636846101263952358e-01,2.136270453053364382e-01,1.599904793061753261e-01,1.372301718323031550e-01,0.000000000000000000e+00,4.283307150138569996e-01,1.899035664151904057e-01,4.338213962236237564e-01,6.695279610275595150e-02,1.528303132630028927e-01,2.028241345560353182e-01,1.878701437163886601e-01,2.498501273314066851e-01
1.971440280858473282e-01,0.000000000000000000e+00,7.618612866538893025e-02,1.007941156418643847e-01,6.239153775010208847e-01,5.268500034531947707e-01,1.177699213218296875e-01,4.934463467839114159e-01,3.713102006924414583e-02,7.412369986125796895e-02,9.747119715597789280e-02,5.728050997515450604e-02,1.275896377653470415e-01,2.811573458463035857e-01,1.303110270861945752e-01,1.442423301978662531e-01,1.414658414652713303e-01,6.757837701134156161e-01,3.706480609159960582e-01,1.133752793212703530e-01,5.816791148572384440e-01,6.627507742775776145e-02,1.201463428556338725e-01,1.914863672824844709e-01,1.616367287147637000e-01,2.608554419424217174e-01,3.179974589451258771e-01,2.469793620713734705e-01,2.043465552683618180e-01,1.923929807698745442e-01,0.000000000000000000e+00,3.188217763911956881e-01,2.128860006577983077e-01,6.027799566915343910e-01,8.903713711264640840e-02,1.924208884861343116e-01,2.622325258167719775e-01,2.477651346748413752e-01,3.534297327705356873e-01,3.378859931726988508e-01,3.340409958591333828e-01,2.381774550368821464e-01,2.527000387051280827e-01,0.000000000000000000e+00,2.790904023660725208e-01,2.985385440618403274e-01,6.100083421719265653e-01,1.168088368839823171e-01,2.491419753361162892e-01,3.200154323262028311e-01,3.092977964094027477e-01,4.064797706210142580e-01,3.511549407926136679e-01,3.862726555800558570e-01,2.647408293757267383e-01,3.168046346421725112e-01,0.000000000000000000e+00,2.457274737874984571e-01,3.629778454108816832e-01,6.138550807911913321e-01,1.547349163625792445e-01,2.907847174914893751e-01,3.700405218641760197e-01,3.490692726601525298e-01,4.319111017472172520e-01
2.251655672897708571e-01,7.618612866538893025e-02,0.000000000000000000e+00,1.524357537148444131e-01,6.531604606522114498e-01,5.003267096099183187e-01,1.129347225434781665e-01,5.229464217837351825e-01,8.813092250298476538e-02,4.404779851527260842e-02,1.172619108179653591e-01,7.956263335800384251e-02,1.555191240837994759e-01,3.105786498089940229e-01,1.617732925684993439e-01,1.191635372363708673e-01,1.713292822174177499e-01,7.050021455823792804e-01,3.437568909303678200e-01,1.604474789423164516e-01,6.108922609543501192e-01,1.001916687458233729e-01,1.268568644476083529e-01,2.113793405793513158e-01,1.828732004512639564e-01,2.903097186232779792e-01,3.479326777180680730e-01,2.763066588055133610e-01,1.953804557244012696e-01,2.207326071093370090e-01,0.000000000000000000e+00,2.920103742410928294e-01,2.494563025155309144e-01,6.320058400886962025e-01,1.149054948996632020e-01,2.128169656432938595e-01,2.866667745133754663e-01,2.732378860698811418e-01,3.829479660544496400e-01,3.677563048550767100e-01,3.634200020148874444e-01,2.391563182531105669e-01,2.811993686596668818e-01,0.000000000000000000e+00,2.519767641057831242e-01,3.283281750232367457e-01,6.392429972003426109e-01,1.438287042325784026e-01,2.728478373818631342e-01,3.483926503132581676e-01,3.375612199379332545e-01,4.360320900002657707e-01,3.809051018484010398e-01,4.155837947249350628e-01,2.739041197423583984e-01,3.457371440609379176e-01,0.000000000000000000e+00,2.169850813496144448e-01,3.922127479632864233e-01,6.431008103201062420e-01,1.828721768363751887e-01,3.169430752872912649e-01,3.996051419982561415e-01,3.783306722470470840e-01,4.614830811403864974e-01
1.394451841052678220e-01,1.007941156418643847e-01,1.524357537148444131e-01,0.000000000000000000e+00,5.594403125329392434e-01,5.909759179659809236e-01,1.403288886012896142e-01,4.284622250438059887e-01,1.178549972347202462e-01,1.691522598626390150e-01,1.112289500827233768e-01,1.360339214718523093e-01,1.375638068060987540e-01,2.192565989015581862e-01,1.195713497853997664e-01,1.614120647868083902e-01,8.077930635706882800e-02,6.111185558863172496e-01,4.348483775792154615e-01,1.132931402671349674e-01,5.168315819644696552e-01,1.253793999504542178e-01,1.426102206148115448e-01,1.571005010487270537e-01,1.490710054862503242e-01,2.156915692998060130e-01,2.551771165190110380e-01,2.046170103718599476e-01,2.066589070295778430e-01,1.338706513146575294e-01,0.000000000000000000e+00,3.833303185321214057e-01,1.723017709869148206e-01,5.379728317500609425e-01,1.118532671030744441e-01,1.874987226111506922e-01,2.210257303885937441e-01,2.145953464393905719e-01,2.984686528329142940e-01,2.746450357283524157e-01,2.823087614492161279e-01,2.335397478660983517e-01,1.929648786381244485e-01,0.000000000000000000e+00,3.448442661918666441e-01,2.406184181930490218e-01,5.452222851786372448e-01,1.088164504771964580e-01,2.299976087727405860e-01,2.746045823150723986e-01,2.668009649909341974e-01,3.478732146712916196e-01,2.876896988102866648e-01,3.308708811614974321e-01,2.536297423954373409e-01,2.548931952438994175e-01,0.000000000000000000e+00,3.134212830630129232e-01,2.991225290164628015e-01,5.490863313119226374e-01,1.274404559572498152e-01,2.626881175308744543e-01,3.193170814431974813e-01,3.012933928204622469e-01,3.715268990745071997e-01
4.365245628332858341e-01,6.239153775010208847e-01,6.531604606522114498e-01,5.594403125329392434e-01,0.000000000000000000e+00,1.145560770207208812e+00,6.656286231438565126e-01,2.323192830061463765e-01,6.199130881347983957e-01,6.608674867685107035e-01,5.620543701389031366e-01,6.007225052926618014e-01,5.051379358030818612e-01,3.455348492608443234e-01,4.940259043877635592e-01,5.344391596117992194e-01,4.855302077023769813e-01,5.193958886817950926e-02,9.915921753672487515e-01,5.351961095255849399e-01,2.896930175205580382e-01,5.766747316946271296e-01,5.277086540282770466e-01,4.539619279173617850e-01,4.712135008815498405e-01,3.639257854419597482e-01,3.069265901699126387e-01,3.771255784932578403e-01,4.583379124797290483e-01,4.347848228053501352e-01,0.000000000000000000e+00,9.400113577383323316e-01,4.138126023106940554e-01,2.973555793160244654e-01,5.462849219757086594e-01,4.405993584606560654e-01,3.723369794321432780e-01,3.802159724690689080e-01,2.715927507763151727e-01,2.865753455404192462e-01,2.899597327689793502e-01,4.149745806838113227e-01,3.740409294197855061e-01,0.000000000000000000e+00,8.998664399416721471e-01,3.273567425431104239e-01,3.027045319705944371e-01,5.144138071384650734e-01,3.804347589941671770e-01,3.073563301633563949e-01,3.158318402896062582e-01,2.190898299647220659e-01,2.731278071368852811e-01,2.378348502862715208e-01,3.808752438407272400e-01,3.080709992354744853e-01,0.000000000000000000e+00,8.640502216951255754e-01,2.632544381830811964e-01,3.063936976625988295e-01,4.730716814299659179e-01,3.363115539389600617e-01,2.549250708382974628e-01,2.750565343230940152e-01,1.940982512783815117e-01
7.119447336139314020e-01,5.268500034531947707e-01,5.003267096099183187e-01,5.909759179659809236e-01,1.145560770207208812e+00,0.000000000000000000e+00,4.847115950808735252e-01,1.015172760816999808e+00,5.328935269196649616e-01,4.929276948321272278e-01,5.895438197934704805e-01,5.516032137362310017e-01,6.460423141701535643e-01,8.018008990145941706e-01,6.549105188102822828e-01,6.161666367952589596e-01,6.634456949031685147e-01,1.197309537964806214e+00,1.606936655269180225e-01,6.135402032707065745e-01,1.103054716089441500e+00,5.758844406461333110e-01,6.221454104712026423e-01,6.960696823632143149e-01,6.783169206598720358e-01,7.845327716346259805e-01,8.397213328314250269e-01,7.707539228292027422e-01,6.900886030937618543e-01,7.139146942352210257e-01,0.000000000000000000e+00,2.133866742400722105e-01,7.343572134018855335e-01,1.124058104730949470e+00,6.050974443215927367e-01,7.075971602296174945e-01,7.761265617056610777e-01,7.682659372552191890e-01,8.759630072656868771e-01,8.599822162827354122e-01,8.570740213767589211e-01,7.334165953297602236e-01,7.742412800127537187e-01,0.000000000000000000e+00,2.543018025801381254e-01,8.211503233674332103e-01,1.131244094286094626e+00,6.356670996898682313e-01,7.673107951749680300e-01,8.402450918773148869e-01,8.317047629526067576e-01,9.279975156480946286e-01,8.734853343164096229e-01,9.090744871466416299e-01,7.679396427885188947e-01,8.395319856987486506e-01,0.000000000000000000e+00,2.903008239261487544e-01,8.857046219089987904e-01,1.135064286190331506e+00,6.761355248427478593e-01,8.110887368683329379e-01,8.921699501294841905e-01,8.719994240420929632e-01,9.527720156442410770e-01
2.503947483682850694e-01,1.177699213218296875e-01,1.129347225434781665e-01,1.403288886012896142e-01,6.656286231438565126e-01,4.847115950808735252e-01,0.000000000000000000e+00,5.345631346728790811e-01,1.508780944219431652e-01,1.292004898660894241e-01,1.869049246581074852e-01,1.621568069822417468e-01,2.183697534892768966e-01,3.257868243777979900e-01,1.804102909700965318e-01,1.514700373540177614e-01,1.968087015255349792e-01,7.172816970192656960e-01,3.286269020377967642e-01,1.305662337893515601e-01,6.229123050978455645e-01,1.728370457836622964e-01,1.595124893008606493e-01,2.379509703903771312e-01,2.066702649242681267e-01,3.063953706408423794e-01,3.615236303724317923e-01,2.894867595256725434e-01,2.140389817429527997e-01,2.394140178633423488e-01,0.000000000000000000e+00,2.778166920962663600e-01,2.524042868336406897e-01,6.440442652344261498e-01,1.743497711123705440e-01,2.286304286447955192e-01,3.039646171971224775e-01,2.878551208551738405e-01,3.972166152420318896e-01,3.808881875850325671e-01,3.763789322393267245e-01,2.531051178816300373e-01,2.979551717180467518e-01,0.000000000000000000e+00,2.527989710320108774e-01,3.395513421984863722e-01,6.512870361970661826e-01,1.732437311042329120e-01,2.863343762714359864e-01,3.633947740870942522e-01,3.509870870521552000e-01,4.501217608009249194e-01,3.939099867995911608e-01,4.286279706886587659e-01,2.863228847349467698e-01,3.612472328800899191e-01,0.000000000000000000e+00,2.385019665936840838e-01,4.043275942289378810e-01,6.551457768735783338e-01,2.011807141271097499e-01,3.299872140015570054e-01,4.135643975994502397e-01,3.914432098364139523e-01,4.754277819531997906e-01
3.190875084684627883e-01,4.934463467839114159e-01,5.229464217837351825e-01,4.284622250438059887e-01,2.323192830061463765e-01,1.015172760816999808e+00,5.345631346728790811e-01,0.000000000000000000e+00,4.896863523495063597e-01,5.304297565028270878e-01,4.319747657801643603e-01,4.707104165468927182e-01,3.787093713387549299e-01,2.672169912363677735e-01,3.634740814482858573e-01,4.043669354603228183e-01,3.555451917376268867e-01,2.306031825958013981e-01,8.610335362859237174e-01,4.040973907682318678e-01,8.841983156420157863e-02,4.475848823724026815e-01,3.980978139902509594e-01,3.310318278523339264e-01,3.461968039283912502e-01,3.090463922665779850e-01,2.344150710310554664e-01,2.701903705141014966e-01,3.284245573248616989e-01,3.053203154721982338e-01,0.000000000000000000e+00,8.094148901974005383e-01,2.824576636070300628e-01,1.095708610970552860e-01,4.183416838912258351e-01,3.158786235001777576e-01,2.839927128713307103e-01,2.872731725162297467e-01,2.742104762951335095e-01,2.160767981366811252e-01,2.452401374470292439e-01,2.848982621019636730e-01,2.562248468269234247e-01,0.000000000000000000e+00,7.692433710057262619e-01,2.083139278181128928e-01,1.168509718118739688e-01,3.870492671955593211e-01,2.835167123843206349e-01,2.471058051644423881e-01,2.515612695454881309e-01,2.617092607304266627e-01,2.039275943345826292e-01,2.375109454114399665e-01,2.536214568423319493e-01,2.414323211285896997e-01,0.000000000000000000e+00,7.334326262163782806e-01,1.743606830520485207e-01,1.207496438735175120e-01,3.460835334502556093e-01,2.602117333198702420e-01,2.255253526824939347e-01,2.334880317829935992e-01,2.537674620297510342e-01
1.865564564516183910e-01,3.713102006924414583e-02,8.813092250298476538e-02,1.178549972347202462e-01,6.199130881347983957e-01,5.328935269196649616e-01,1.508780944219431652e-01,4.896863523495063597e-01,0.000000000000000000e+00,6.532110195007116704e-02,8.469106913799231973e-02,4.493133005079182757e-02,1.198612395385323104e-01,2.752847466624835926e-01,1.281324566675140497e-01,1.487354750352948007e-01,1.355491583436038705e-01,6.717763492661282809e-01,3.775372239439953037e-01,1.294128266301438346e-01,5.777540510706942190e-01,4.620254633900314906e-02,1.225813737431944855e-01,1.840349751880097084e-01,1.598302133327774432e-01,2.568912042055033762e-01,3.133562902285526586e-01,2.430067960692854356e-01,2.082102154023931229e-01,1.856513685116230605e-01,0.000000000000000000e+00,3.273103038384156949e-01,2.113382495399757088e-01,5.988377247460129338e-01,7.506056882641237715e-02,1.929659535486190902e-01,2.574841410162078126e-01,2.460087466774351361e-01,3.486354448321187238e-01,3.335328721503854621e-01,3.299892005299550624e-01,2.411417428279530040e-01,2.463585158155850996e-01,0.000000000000000000e+00,2.903659727569698479e-01,2.942962542490632494e-01,6.060570857531435429e-01,1.063267587953152238e-01,2.486640681743253201e-01,3.161550353400901514e-01,3.069700104775647809e-01,4.015981180379252780e-01,3.469328783654941351e-01,3.821346577734969774e-01,2.665425212174944436e-01,3.120388976489874011e-01,0.000000000000000000e+00,2.597337964956290546e-01,3.587681453767471718e-01,6.098959078837643544e-01,1.473142760687907726e-01,2.895084088387614440e-01,3.656335828384513764e-01,3.457558118011831438e-01,4.270372398422149218e-01
2.286588893556215363e-01,7.412369986125796895e-02,4.404779851527260842e-02,1.691522598626390150e-01,6.608674867685107035e-01,4.929276948321272278e-01,1.292004898660894241e-01,5.304297565028270878e-01,6.532110195007116704e-02,0.000000000000000000e+00,1.115692838020374555e-01,6.252987130403879490e-02,1.569568988612205507e-01,3.169771780981355258e-01,1.685502904712539440e-01,1.350590014612872425e-01,1.777551991489496330e-01,7.127044310015543394e-01,3.373074421409930634e-01,1.726370526934363769e-01,6.185450720738151498e-01,8.817119639357587357e-02,1.334591768695178315e-01,2.148376283912564744e-01,1.898232196513433834e-01,2.976131219720005161e-01,3.550390155630512856e-01,2.839777934335594445e-01,2.058712508924502582e-01,2.264009131807980246e-01,0.000000000000000000e+00,2.876187048596798856e-01,2.566665450464756248e-01,6.396775545258391871e-01,1.170361941571838454e-01,2.204217063757994421e-01,2.922884358622159784e-01,2.808296984877302060e-01,3.903003028714093769e-01,3.751013972742708869e-01,3.711313309702399810e-01,2.478772461793131709e-01,2.870859540649810526e-01,0.000000000000000000e+00,2.509097519635461460e-01,3.357850338661729217e-01,6.469190989036546213e-01,1.481749248596865298e-01,2.805326100806019851e-01,3.550562214130684180e-01,3.452176532505429885e-01,4.433355286290064368e-01,3.883806097681826164e-01,4.232998232172838771e-01,2.815748327690062447e-01,3.529576284159539612e-01,0.000000000000000000e+00,2.214681504853068250e-01,3.997990903404839980e-01,6.507758856376345546e-01,1.889358831982649867e-01,3.246645852708323066e-01,4.068618566816544213e-01,3.860262233629145889e-01,4.687753428152983126e-01
